,사업장명,업태구분명,지번주소,좌표정보(X),좌표정보(Y),네이버_별점,방문자리뷰수,블로그리뷰수,대표메뉴_메뉴,대표메뉴_가격,음식이 맛있어요_비율,혼밥하기 좋아요_비율,재료가 신선해요_비율,특별한 메뉴가 있어요_비율,친절해요_비율,양이 많아요_비율,매장이 청결해요_비율,가성비가 좋아요_비율,인테리어가 멋져요_비율,건강한 맛이에요_비율,아늑해요_비율,메뉴 구성이 알차요_비율,차분한 분위기예요_비율,매장이 넓어요_비율,뷰가 좋아요_비율,음악이 좋아요_비율,특별한 날 가기 좋아요_비율,비싼 만큼 가치있어요_비율,단체모임 하기 좋아요_비율,화장실이 깨끗해요_비율,반찬이 잘 나와요_비율,주차하기 편해요_비율,대화하기 좋아요_비율,컨셉이 독특해요_비율,음식이 빨리 나와요_비율,좌석이 편해요_비율,사진이 잘 나와요_비율,집중하기 좋아요_비율,혼술하기 좋아요_비율,잡내가 적어요_비율,야외공간이 멋져요_비율,기본 안주가 좋아요_비율,향신료가 강하지 않아요_비율,환기가 잘 돼요_비율,술이 다양해요_비율,고기 질이 좋아요_비율,음료가 맛있어요_비율,직접 잘 구워줘요_비율,현지 맛에 가까워요_비율,오래 머무르기 좋아요_비율,디저트가 맛있어요_비율,라이브공연이 훌륭해요_비율,코스요리가 알차요_비율,커피가 맛있어요_비율,빵이 맛있어요_비율,종류가 다양해요_비율,차가 맛있어요_비율,선물하기 좋아요_비율,주문제작을 잘해줘요_비율,포장이 깔끔해요_비율,반려동물과 가기 좋아요_비율,샐러드바가 잘 되어있어요_비율,아이와 가기 좋아요_비율,파티하기 좋아요_비율,룸이 잘 되어있어요_비율,깨끗해요_비율,조용히 쉬기 좋아요_비율,침구가 좋아요_비율,냉난방이 잘돼요_비율,화장실이 잘 되어있어요_비율,방음이 잘돼요_비율,즐길 거리가 많아요_비율,호캉스하기 좋아요_비율,근처에 갈 곳이 많아요_비율,벌레 걱정 없어요_비율,보안시설이 잘 되어있어요_비율,바비큐 해먹기 좋아요 _비율,온수가 잘 나와요_비율,어울려 놀기 좋아요_비율,공용시설 관리가 잘돼요_비율,전기 사용이 편해요_비율,취사시설이 잘 되어있어요_비율,마트 이용이 편해요_비율,도보거리_km,도보시간_분
1195,멘야다이고미 홍대점,일본식라면,서울특별시 마포구 서교동 449-35 ,192693.3478,450633.1682,,524,364,돈코츠라멘 | 카라이라멘 | 마라라멘 | 냉라멘 | 미소라멘,"9,000 | 9,500 | 12,000 | 10,000 | 10,000",0.244577007,0.157809111,0.090021692,0.056399132,0.092733189,0.080260304,0.071583514,0.09978308,0.028199566,0.002169197,0.020607375,0.003796095,0.009761388,0.00867679,0.002169197,0.002169197,0.000542299,,0.001084599,0.001084599,,,0.002711497,,0.003253796,,,,0.001084599,0.005965293,0.000542299,,0.002711497,0.000542299,,0.001626898,,,0.00813449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.721,22.5
1196,멘야산다이메 홍대본점,일본식라면,서울특별시 마포구 서교동 355-25 ,192988.885,450160.268,4.34,1531,1479,돈코츠 라멘 | 카라구치 라멘 | 쿠로 라멘 | 츠케멘 | 마제소바,"10,000 | 11,000 | 11,000 | 12,000 | 12,000",0.287024548,0.123280281,0.09225789,0.067439978,0.096304289,0.06204478,0.022929593,0.053951983,0.083625573,0.0013488,0.027245751,0.004855678,0.007013758,0.009441597,0.002967359,0.004046399,0.002967359,0.00053952,0.002967359,0.001888319,0.0013488,0.00080928,0.005125438,0.007823037,0.005395198,0.00080928,0.002427839,0.00053952,0.0013488,0.005395198,,,0.00053952,,,0.002427839,0.00026976,,0.011329916,,,,,,,,,,,,,,0.00026976,,,,,,,,,,,,,,,,,,,,,1.081,14.8
1197,멘야수,일본식라면,서울특별시 마포구 서교동 394-25 동양한강트레벨 ,192402.4686,449701.625,,45,52,오리간장라멘 | 특제오리간장라멘 | 오리소금라멘 | 특제오리소금라멘,"10,000 | 12,500 | 10,000 | 12,500",0.257861635,0.163522013,0.050314465,0.113207547,0.150943396,,0.088050314,0.006289308,0.031446541,0.006289308,0.012578616,0.006289308,0.025157233,0.012578616,,0.006289308,,0.006289308,,,,,0.006289308,,0.006289308,,,,,,,,,,,0.031446541,,,0.018867925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.139,16.5
1198,멘야준 홍대점,일식당,서울특별시 마포구 서교동 465-2번지 ,192546.9623,450285.8967,4.58,1517,1006,"시오라멘 | 시오라멘+1(차슈추가) | 특선시오라멘(차슈,완자추가) | 고기밥 | 쇼유라멘","10,000 | 11,000 | 13,000 | 3,500 | 10,000",0.284861809,0.147927136,0.099560302,0.109296482,0.138190955,0.027638191,0.078831658,0.024811558,0.019472362,0.002826633,0.004082915,0.003454774,0.005025126,0.004396985,0.001884422,0.00031407,0.016959799,0.002826633,0.000628141,0.001256281,,0.003140704,0.001256281,0.000628141,0.006909548,,0.000942211,,0.00031407,0.002826633,,,0.000628141,,,0.004082915,,,0.004396985,,,,,,,,,,,,0.00031407,,,,0.00031407,,,,,,,,,,,,,,,,,,,1.481,19.0
1199,멘야하나비 합정점,일본식라면,서울특별시 마포구 서교동 379-13 ,192581.5964,450032.2258,,1615,1669,마제소바 | 도니꾸마제소바 | 마라 마제소바 | 네기시오 마제소바 | 카레 마제소바,"11,000 | 14,000 | 12,000 | 14,000 | 12,000",0.24622272,0.123484425,0.10968103,0.098862153,0.086924081,0.1025928,0.051109868,0.037306473,0.041783249,0.002611453,0.011378474,0.010072748,0.006528633,0.027793322,0.001678791,0.002984518,0.002611453,0.002424921,0.002424921,0.002051856,0.001305727,0.001492259,0.004476777,0.001492259,0.005782503,0.000932662,0.001305727,0.000186532,0.001492259,0.001119194,,,0.000746129,0.000186532,,0.002051856,0.000373065,0.000186532,0.005782503,0.000186532,,,,,,,,,,,,,0.000373065,,,,,,,,,,,,,,,,,,,,,1.323,17.5
1200,멘지 홍대점,일본식라면,서울특별시 마포구 서교동 330-15 ,193462.0207,450444.334,,2903,422,차슈가득 토리파이탄 | 토리파이탄 라멘 | 카라 모츠나베 파이탄 | 땡초 토리파이탄 | 카라 탄탄멘,"15,000 | 10,000 | 15,000 | 11,000 | 11,000",0.253422017,0.13022942,0.082417582,0.074224022,0.074127627,0.066030461,0.063524195,0.04067862,0.104973973,0.001542317,0.022170812,0.006844033,0.009157509,0.01754386,0.005494505,0.005301716,0.001156738,0.000963948,0.001927897,0.005880085,0.001060343,9.64e-05,0.003277424,0.005301716,0.008675535,0.000867553,0.002024291,0.00019279,0.001060343,0.001831502,9.64e-05,0.000289184,0.000385579,9.64e-05,9.64e-05,0.002409871,0.000481974,,0.003663004,,,,9.64e-05,,,,,,,,9.64e-05,,0.00019279,,9.64e-05,,,,,,,,,,,,,,,,,,,1.18,15.6
1201,멘타카무쇼 홍대점,일본식라면,서울특별시 마포구 서교동 361-3 Terra빌딩,193197.3724,449912.0155,,5,19,농후무쇼츠케멘 | 농후카라무쇼츠케멘 | 농후쿠로무쇼츠케멘 | 농후츠케멘 | 농후카라츠케멘,"13,000 | 14,000 | 14,000 | 9,500 | 10,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697,9.8
1202,멘타쿠,일본식라면,서울특별시 마포구 서교동 332-5 ,193454.9977,450399.4894,,177,92,기본 츠케멘 | 마제멘 | 매운 들깨츠케멘 | 들깨츠케멘 | 매운 츠케멘,"11,000 | 11,000 | 12,500 | 12,000 | 11,500",0.234620887,0.12732475,0.087267525,0.115879828,0.071530758,0.075822604,0.04434907,0.0472103,0.080114449,0.004291845,0.034334764,0.008583691,0.010014306,0.014306152,0.005722461,0.005722461,0.001430615,0.001430615,0.001430615,0.00286123,,,0.00286123,0.005722461,0.001430615,,0.00286123,,0.001430615,0.001430615,,,0.001430615,,,0.001430615,,,0.007153076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.144,15.2
1203,멜라 홍대점,양식,서울특별시 마포구 서교동 460-25 ,192579.7277,450446.8908,,1363,982,멜라 살치살 스테이크 | 빅토리아 프렌치토스트 | 백합미나리봉골레 | 크램차우더 | 알감자 바질크림 뇨끼,"39,900 | 19,000 | 21,000 | 15,000 | 21,000",0.21063135,0.005442671,0.108490566,0.063316401,0.08871553,0.022314949,0.047895501,0.014332366,0.173076923,0.008889695,0.011248186,0.011066763,0.008345428,0.116291727,0.009433962,0.003991292,0.006531205,0.001632801,0.024854862,0.003809869,,0.015058055,0.013969521,0.001632801,0.001814224,0.000907112,0.005805515,0.000362845,,,0.001088534,0.000181422,0.000362845,0.000725689,,0.000181422,0.003991292,,,0.000544267,0.005261248,,,0.006531205,0.000181422,,,,,,0.000181422,,0.000907112,,,,,,,,,,,,,,,,,,,,,1.526,20.1
1204,멜로우,카페,서울특별시 마포구 서교동 368-7번지 지1층 ,192855.4679,449955.4725,4.55,558,222,딸기밀크빙수(빙수킹등장!!) | 딸기생크림크로플 | 애플망고 빙수 | 샤인머스켓 빙수 | 젤라또브라운치즈크로플,"22,000 | 13,000 | 25,000 | 22,000 | 12,000",0.00879397,,0.002512563,0.064070352,0.108040201,0.001256281,0.046482412,0.032663317,0.101758794,0.001256281,0.013819095,0.00879397,0.001256281,0.002512563,0.01758794,0.003768844,,0.007537688,,0.013819095,,0.003768844,0.040201005,,0.001256281,0.018844221,0.06281407,0.012562814,,,,,,,,,0.115577889,,,0.001256281,0.163316583,,,0.144472362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.036,12.8
1205,멜티엔젤,"카페,디저트",서울특별시 마포구 서교동 333-13,193463.8037,450311.2053,,32,0,체키,"12,000",0.040650407,,,0.048780488,0.162601626,,0.048780488,0.016260163,0.06504065,,0.056910569,,0.008130081,,,0.016260163,,,,,,,0.162601626,0.024390244,0.008130081,0.024390244,0.056910569,0.016260163,,,,0.008130081,,,,,0.105691057,,,0.016260163,0.048780488,,,0.056910569,,,,,0.008130081,,,,,,,,,,,,,,,,,,,,,,,,,1.012,13.6
1206,멧커피 홍대점,"카페,디저트",서울특별시 마포구 서교동 398-5번지 상상하는 사람 ,192723.5046,449736.2633,,2566,1235,,,0.00067659,0.000112765,0.000112765,0.054352729,0.042850699,,0.043076229,0.004172305,0.157758232,,0.008682905,0.00135318,0.006878665,0.01984664,0.01330627,0.005976545,0.000112765,0.00586378,0.000563825,0.01308074,,0.003270185,0.078033378,0.00045106,0.000112765,0.02435724,0.066644114,0.029318899,,,0.005074425,,,,0.000112765,,0.047474064,,,0.001014885,0.153360397,,0.000112765,0.187302661,0.00180424,0.021989175,0.00067659,,,,,,0.000112765,,,,,,,,,,,,,,,,,,,,,0.918,11.6
1207,면식당 홍익대점,일식당,서울특별시 마포구 서교동 338-46 ,193301.7261,450082.2633,,1068,290,돈코츠라멘 | 마제소바 | 2인세트 | 샤브쌀국수 | 마라돈코츠라멘,"8,400 | 9,400 | 28,400 | 8,900 | 9,400",0.214521452,0.096809681,0.091749175,0.04180418,0.068866887,0.100550055,0.052805281,0.096809681,0.048624862,0.003080308,0.008360836,0.027282728,0.005720572,0.093729373,0.002860286,0.00220022,0.000660066,0.000440044,0.007920792,0.003740374,0.004620462,0.000220022,0.00770077,0.000440044,0.007920792,0.001980198,0.001320132,0.000220022,,0.001540154,,0.000220022,0.001540154,0.000220022,,0.00110011,0.000440044,,0.000440044,0.000220022,,,0.000220022,0.000220022,,,,,,,,,0.000660066,,0.000220022,,,,,,,,,,,,,,,,,,,0.787,11.0
1208,명동리어카,종합분식,서울특별시 마포구 서교동 494 서교동 효성 해링턴 타워,192571.3982,449840.2342,,5,1,떡볶이 | 91어묵 (순한맛/매운맛) | 순대 | 꼬마김밥 (5pc) | 모듬튀김 (5pc),"4,500 | 1,500 | 5,000 | 3,500 | 5,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.115,15.7
1209,명동왕돈까스 직영점,돈가스,서울특별시 마포구 서교동 374-11 ,192689.1283,450100.8345,,420,93,명동왕돈까스(안심) | 생선까스 | 치즈돈까스 | 모듬까스,"10,000 | 10,000 | 11,000 | 10,000",0.337209302,0.109634551,0.086378738,0.046511628,0.117940199,0.134551495,0.033222591,0.104651163,0.006644518,0.00166113,,0.003322259,0.003322259,0.004983389,,,0.00166113,,0.003322259,0.00166113,,0.00166113,,,,,,,,,,,,,,0.00166113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.298,16.6
1210,명품잔치국수,국수,서울특별시 마포구 서교동 479-8번지 1층 ,192283.0735,450276.021,,1000,176,잔치국수 | 비빔국수 | 유부국수 | 김치국수 | 연두부국수,"7,000 | 8,000 | 8,000 | 8,000 | 8,000",0.373021854,0.095704597,0.051243406,0.01507159,0.110776187,0.137151469,0.03014318,0.131122833,0.003014318,0.001507159,0.00075358,,,0.016578749,0.004521477,,0.002260739,,0.004521477,0.003767898,,0.018085908,,,0.00075358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.693,24.1
1211,명품축산정육식당 홍대점,정육식당,서울특별시 마포구 서교동 330-23번지 1층 ,193489.5342,450469.69,,112,21,꽃등심 1인분 150g | 갈비살 1인분 150g | 채끝등심 1인분 150g | 차돌박이 1인분 150g | 살치살 1인분 150g,"35,000 | 19,000 | 35,000 | 25,000 | 42,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297,17.3
1212,명품축산정육식당 홍대점,정육식당,서울특별시 마포구 서교동 330-23번지 1층 ,193489.5342,450469.69,,112,21,꽃등심 1인분 150g | 갈비살 1인분 150g | 채끝등심 1인분 150g | 차돌박이 1인분 150g | 살치살 1인분 150g,"35,000 | 19,000 | 35,000 | 25,000 | 42,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.217,16.1
1213,명현만간장게장,게요리,서울특별시 마포구 서교동 490 메세나폴리스 ,192311.6426,449855.6439,,4734,1093,,,0.235945813,0.005320024,0.144737564,0.039927604,0.065869577,0.140240224,0.04585093,0.070641145,0.025887128,0.004716722,0.001042067,0.021334942,0.000822684,0.117863215,0.000658147,0.001096912,0.00224867,0.005155487,0.021225251,0.002413207,0.013053255,0.014753469,0.003290737,5.48e-05,0.004387649,0.001151758,5.48e-05,0.000109691,,0.002522898,,0.001535677,0.00049361,0.000164537,,0.000329074,0.000164537,,0.000329074,5.48e-05,0.000219382,,0.000438765,5.48e-05,,,,,,,0.000164537,0.003290737,0.000274228,,0.000109691,,,,,,,,,,,,,,,,,,,1.393,20.1
1214,명훈이네 숯불돼지갈비 홍대점,돼지고기구이,서울특별시 마포구 서교동 404-13,192888.0136,449729.2121,,7,1,목살양념구이(200g) 1인분 | 도드람생목살 (200g 1인분) | 도드람 생삼겹(200g 1인분) | 통항정살(200g 1인분) | 덜미살(150g 1인분),"9,600 | 15,600 | 15,600 | 16,800 | 10,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839,10.6
1215,모노블럭,카페,서울특별시 마포구 서교동 342-12번지 ,193260.6258,450164.6415,,288,254,플레인크로플 | 아이스크림크로플 | 치즈크로플 | 호떡크로플 | 아메리카노,"8,000 | 9,000 | 9,000 | 8,500 | 4,500",,,,0.044289044,0.046620047,,0.03962704,0.041958042,0.072261072,,0.004662005,,0.004662005,0.023310023,0.013986014,,,0.002331002,,0.013986014,,0.002331002,0.090909091,,0.002331002,0.037296037,0.03030303,0.06993007,,,0.004662005,,,,,,0.116550117,,,0.004662005,0.107226107,,,0.226107226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.004,13.4
1216,모닭모닭,요리주점,서울특별시 마포구 서교동 335-19번지 뉴빌503 ,193500.3217,450232.6132,,197,197,피닭꼬지 4꼬치 | 백골뱅이탕 | 추억의 닭도리탕 | 부산어묵꼬치 | 매콤골뱅이와 쫄면사리,"17,000 | 32,000 | 28,000 | 21,000 | 21,000",0.315634218,,0.050147493,0.079646018,0.109144543,0.04719764,0.032448378,0.088495575,0.02359882,,0.005899705,0.005899705,,0.002949853,,0.005899705,,,0.026548673,0.020648968,,,0.044247788,,,,,,0.008849558,0.002949853,,0.073746313,,,0.029498525,,0.005899705,,,0.020648968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.001,13.4
1217,모먼트앤비,"카페,디저트",서울특별시 마포구 서교동 464-17,192614.3838,450246.4093,,38,5,아메리카노 테이크아웃 | 보늬밤 크림라떼 | 모먼트블랙 | 화이트앤비 | [패스오더전용] 100원 아메리카노,"2,500 | 5,500 | 5,500 | 5,500 | 100",,,,0.034246575,0.054794521,,0.075342466,0.068493151,0.157534247,,0.006849315,,0.02739726,,0.006849315,0.006849315,,,0.006849315,0.006849315,,,0.054794521,,,0.02739726,0.034246575,0.02739726,,,,,,,,,0.116438356,,,,0.102739726,,,0.184931507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.387,17.4
1218,모미모미 홍대본점,일식당,서울특별시 마포구 서교동 328-12 ,193656.7568,450323.787,4.31,1510,249,,,0.24424885,0.067613523,0.145829166,0.050610122,0.094218844,0.079615923,0.036407281,0.035407081,0.068413683,0.00860172,0.031206241,0.031806361,0.015403081,0.024204841,0.005001,0.00320064,0.0020004,0.00240048,0.0040008,0.0020004,0.022004401,0.00020004,0.010002,0.00140028,0.0040008,0.0010002,0.00240048,,0.00040008,0.0020004,0.0010002,0.00020004,,,,0.00140028,0.00020004,,0.00060012,0.00040008,,,,,,,,,,,,,0.00040008,,0.00020004,,,,,,,,,,,,,,,,,,,1.055,14.1
1219,모양,한식,서울특별시 마포구 서교동 396-54,192632.9824,449665.0156,,499,387,불스지 | 스지수육 | 스지&어묵탕,"32,000 | 32,000 | 25,000",0.212149533,0.00046729,0.007476636,0.134579439,0.129439252,0.003271028,0.040186916,0.011682243,0.1,0.00046729,0.014485981,0.004205607,0.006074766,0.00046729,0.00046729,0.039252336,0.001869159,,0.002336449,0.026168224,,,0.08317757,0.00046729,0.00046729,,0.002803738,0.00046729,0.025700935,,,0.063084112,,,0.076635514,,,,,0.010747664,0.000934579,,,,,,,,,,0.00046729,,,,,,,,,,,,,,,,,,,,,,,0.867,10.9
1220,모에모에 이세카이,양식,서울특별시 마포구 서교동 347-15 ,193327.849,450348.5388,,100,4,용사님 (워크인),"10,000",0.204433498,0.036945813,0.041871921,0.0591133,0.120689655,0.039408867,0.044334975,0.051724138,0.110837438,,0.014778325,0.004926108,0.012315271,0.041871921,0.009852217,0.012315271,0.007389163,0.007389163,0.007389163,0.004926108,,,0.024630542,0.044334975,0.002463054,0.004926108,0.036945813,,,,,,,,,,0.022167488,,,,0.014778325,,,0.004926108,,,,,,,,,,,0.012315271,,,,,,,,,,,,,,,,,,,1.062,14.0
1221,모테나츠 홍대점,돈가스,서울특별시 마포구 서교동 402-13,192862.608,449630.1488,,318,64,로스 커리라이스 | 히레카츠 | 상로스카츠 | 경양식카츠 | 카레,"16,000 | 13,000 | 14,500 | 11,000 | 3,500",0.244680851,0.059738134,0.139934534,0.042553191,0.076923077,0.070376432,0.045008183,0.039279869,0.069558101,0.004091653,0.01309329,0.009819967,0.008183306,0.083469722,0.010638298,0.002454992,0.000818331,0.000818331,0.006546645,0.004909984,0.004091653,0.000818331,0.009001637,,0.000818331,0.000818331,0.004091653,,,0.007364975,0.000818331,,0.000818331,0.001636661,,0.034369885,0.000818331,,0.001636661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662,8.4
1222,모펀 서교점,베이커리,서울특별시 마포구 서교동 345-8 ,193152.4884,450228.5512,,1671,150,아메리카노,"4,000",0.005975014,0.000543183,,0.177077675,0.115154807,0.000543183,0.080391092,0.011406844,0.149375339,0.000543183,0.00706138,0.007604563,0.001629549,0.015752309,0.009777295,,0.003802281,0.004345464,0.000543183,0.016838675,,0.001629549,0.032590983,0.009234112,0.002715915,0.016295492,0.075502444,0.007604563,,,,,,,,,0.104291146,,,,0.015752309,,,0.051059207,0.074416078,0.000543183,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.193,16.2
1223,목로관,"육류,고기요리",서울특별시 마포구 서교동 346-45번지 ,193222.7554,450369.1592,,1646,852,짚불돈마호크 250g | 우대갈비 250g | 돼지한판 600g | 돼지양념한판(600g) | 짚불삼겹살,"22,900 | 31,900 | 39,000 | 39,000 | 15,900",0.229805014,0.004377238,0.040787903,0.08615201,0.092717867,0.062077199,0.045961003,0.043374453,0.042976522,0.001193792,0.001989654,0.006764823,0.001790688,0.043374453,0.002984481,,0.008157581,0.000596896,0.032232392,0.001790688,0.018702746,0.001392758,0.003979308,0.000397931,0.001591723,0.000795862,0.001591723,,,0.007361719,0.000596896,,,0.002387585,,0.160962992,,0.050338241,,,,,,,,,,,,,,,0.000397931,,0.000397931,,,,,,,,,,,,,,,,,,,1.091,14.8
1224,목로관,"육류,고기요리",서울특별시 마포구 서교동 346-45번지 ,193222.7554,450369.1592,,1646,852,짚불돈마호크 250g | 우대갈비 250g | 돼지한판 600g | 돼지양념한판(600g) | 짚불삼겹살,"22,900 | 31,900 | 39,000 | 39,000 | 15,900",0.229805014,0.004377238,0.040787903,0.08615201,0.092717867,0.062077199,0.045961003,0.043374453,0.042976522,0.001193792,0.001989654,0.006764823,0.001790688,0.043374453,0.002984481,,0.008157581,0.000596896,0.032232392,0.001790688,0.018702746,0.001392758,0.003979308,0.000397931,0.001591723,0.000795862,0.001591723,,,0.007361719,0.000596896,,,0.002387585,,0.160962992,,0.050338241,,,,,,,,,,,,,,,0.000397931,,0.000397931,,,,,,,,,,,,,,,,,,,1.091,14.8
1225,목벌,"육류,고기요리",서울특별시 마포구 서교동 400-13 ,192711.3815,449598.0041,,444,311,"콜키지 프리(무료), 목벌 한우 모둠 세트 | 목벌 한우 차돌박이 육회 세트 | 목벌 한우 안창살 | 목벌 한우 눈꽃 살치살","128,000 | 79,000 | 42,000 | 39,000",0.209418283,0.006094183,0.018282548,0.051523546,0.063711911,0.049307479,0.049861496,0.022714681,0.100277008,0.003878116,0.006648199,0.025484765,0.011080332,0.079224377,0.017174515,,0.008310249,0.008310249,0.023822715,0.00166205,0.037119114,0.002770083,,,0.001108033,0.002216066,,,,0.0033241,0.000554017,,,,,0.189473684,,0.002770083,,0.000554017,,,0.002216066,,,,,,,,0.000554017,,0.000554017,,,,,,,,,,,,,,,,,,,,,0.753,9.4
1226,몬도커피츄러스 홍대점,"카페,디저트",서울특별시 마포구 서교동 358-72,193081.6438,450183.2296,,88,65,[스폐셜티] 아메리카노 | [믿고먹는] 츄러스 & 아이스크림 | [오리지널 옵션 선택시 7ea] 3종 츄러스(6ea) | 몬도크림라떼(ONLY ICE) | 1L 보틀 아메리카노,"3,500 | 11,000 | 11,000 | 5,500 | 7,000",0.028481013,0.006329114,,0.091772152,0.082278481,0.003164557,0.047468354,0.075949367,0.053797468,,0.012658228,0.012658228,0.009493671,,,0.009493671,,,,,,,0.037974684,,,,0.028481013,,,,,,,,,,0.082278481,,,,0.234177215,,,0.129746835,0.015822785,0.025316456,0.003164557,0.006329114,,0.003164557,,,,,,,,,,,,,,,,,,,,,,,,1.112,15.1
1227,몽그로페페,프랑스음식,서울특별시 마포구 서교동 468-8 이지스빌딩 ,192339.6726,450490.8075,,45,55,오리 스테이크 | 오늘의 생선 | 뵈프 부르기뇽 | 페페스튜 | 뿔레 마렝고,"29,000 | 28,000 | 25,000 | 20,000 | 20,000",0.211640212,,0.100529101,0.105820106,0.132275132,0.037037037,0.037037037,0.047619048,0.079365079,0.037037037,0.063492063,0.015873016,0.021164021,0.005291005,,,0.015873016,0.005291005,0.026455026,0.005291005,,,0.021164021,,0.005291005,,,,,,,,,,,,,,0.010582011,,,,0.005291005,0.005291005,,,,,,,,,0.005291005,,,,,,,,,,,,,,,,,,,,,1.815,23.3
1228,몽스,"맥주,호프",서울특별시 마포구 서교동 407-12,193050.1918,449790.2463,,21,4,예거밤 | 보드카,"7,000 | 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,9.0
1229,몽주막,요리주점,서울특별시 마포구 서교동 358-92 ,193137.8385,450054.0925,,1203,1098,몽도리탕 | 꽃도리탕 | 곱도리탕 | 떡도리탕 | 우삼겹김치찜,"38,000 | 32,000 | 32,000 | 29,000 | 29,000",0.242535699,,0.004327131,0.080268282,0.084595413,0.012115967,0.048680225,0.0263955,0.099740372,0.00064907,0.008221549,0.02012116,0.00064907,0.008437906,0.000432713,0.05214193,0.000432713,0.002596279,0.0263955,0.014063176,,0.00064907,0.071830376,0.000216357,0.003245348,0.001947209,0.003678061,,0.000216357,,,0.079619212,,,0.098442233,,0.000432713,,,0.00627434,,,,,,,,,,,,,0.000216357,0.000432713,,,,,,,,,,,,,,,,,,,,0.882,12.0
1230,몽태림,바(BAR),서울특별시 마포구 서교동 325-1 ,193804.048,450332.8914,,40,67,"칵테일(변동), 수비드 비프 스테이크 | 애기밥 | 치즈 플레이트 | 수제 육포","28,000 | 8,000 | 20,000 | 18,000",0.034482759,,0.005747126,0.040229885,0.08045977,,0.034482759,0.017241379,0.08045977,0.005747126,0.057471264,0.005747126,0.017241379,,0.022988506,0.028735632,,0.005747126,,0.017241379,,,0.063218391,0.005747126,,,0.057471264,0.011494253,0.011494253,,,0.017241379,,,0.045977011,,0.068965517,,,0.005747126,0.08045977,,,0.137931034,,,,,,,0.040229885,,,,,,,,,,,,,,,,,,,,,,,1.28,16.9
1231,무니,이자카야,서울특별시 마포구 서교동 394-78 ,192483.3951,449680.3628,,125,143,숙성모듬회 | 지중해식토마토해물탕 | 무니네물회 | 일품장어구이 | 살치살철판스테이크,"46,000 | 25,000 | 42,000 | 42,000 | 32,000",0.266272189,,,0.147928994,0.136094675,,0.01183432,0.017751479,0.029585799,,0.01183432,,,,,0.017751479,0.00591716,,0.00591716,,,,0.118343195,0.00591716,,,,,0.082840237,,,0.053254438,,,0.065088757,,,,,0.023668639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.038,15.2
1232,무무,요리주점,서울특별시 마포구 서교동 487 ,192577.9908,450569.6705,,215,99,마라소고기쌀국수 | 깐풍가지튀김 | 새우팟타이 | 소금탕수육 | 사천식 닭냉채,"9,900 | 10,900 | 11,900 | 13,900 | 13,900",0.238262911,0.044600939,0.056338028,0.052816901,0.090375587,0.048122066,0.025821596,0.069248826,0.08685446,0.002347418,0.019953052,0.017605634,0.007042254,0.002347418,,0.04342723,0.001173709,,0.008215962,,,,0.042253521,0.01056338,0.008215962,,0.003521127,0.001173709,0.014084507,,,0.021126761,0.004694836,,0.039906103,,0.002347418,,0.029342723,0.005868545,,,,,,,,,,,0.002347418,,,,,,,,,,,,,,,,,,,,,,,1.6,20.9
